"Species name";"Taxonomic group";"Environment";"Pathway: main category
(according to CBD scheme)";"Pathway: subcategory 
(according to CBD scheme)";"Pathway: intentionality ";"Source of the record:
D = DAISIE
G = GISD/IASPMR";"Record concerns overlapping species (i.e. species with records in both databases: DAISIE and GISD/IASPMR)";"Record concerns species that is listed among 'Europe's Worst IAS' according to EEA (2007) Halting the loss of biodiversity by 2010: proposal for a first set of indicators to monitor progress in Europe. EEA Technical Report No. 11/2007. European Environment Agency, Copenhagen, DK.";"Record concerns species that is listed among the '100 of the Worst IAS' in DAISIE
(www.europe-aliens.org)";"Record concerns species that is listed among the '100 of the Worst IAS' in GISD
(www.iucngisd.org)"
"Acipenser gueldenstaedtii";"Vertebrates";"multiple";"Escape from confinement";"Aquaculture";"intentional";"G";"x";;;
"Acipenser gueldenstaedtii";"Vertebrates";"multiple";"Escape from confinement";"Aquaculture";"intentional";"G";"x";;;
"Acipenser gueldenstaedtii";"Vertebrates";"multiple";"Escape from confinement";"Aquaculture";"intentional";"G";"x";;;
"Acipenser gueldenstaedtii";"Vertebrates";"multiple";"Escape from confinement";"Aquaculture";"intentional";"G";"x";;;
"Acipenser gueldenstaedtii";"Vertebrates";"multiple";"Escape from confinement";"Aquaculture";"intentional";"G";"x";;;
"Acipenser gueldenstaedtii";"Vertebrates";"multiple";"Release in Nature";"Fishery in the wild";"intentional";"G";"x";;;
"Acipenser gueldenstaedtii";"Vertebrates";"multiple";"Escape from confinement";"Aquaculture";"intentional";"G";"x";;;
"Acipenser gueldenstaedtii";"Vertebrates";"multiple";"Escape from confinement";"Aquaculture";"intentional";"G";"x";;;
"Acipenser gueldenstaedtii";"Vertebrates";"multiple";"Escape from confinement";"Research (in facilities)";"intentional";"G";"x";;;
"Acipenser nudiventris";"Vertebrates";"multiple";"Escape from confinement";"Aquaculture";"intentional";"G";;;;
"Acipenser nudiventris";"Vertebrates";"multiple";"Escape from confinement";"Research (in facilities)";"intentional";"G";;;;
"Acipenser nudiventris";"Vertebrates";"multiple";"Escape from confinement";"Aquaculture";"intentional";"G";;;;
"Acipenser ruthenus";"Vertebrates";"freshwater";"Escape from confinement";"Aquaculture";"intentional";"D";"x";;;
"Acipenser ruthenus";"Vertebrates";"freshwater";"Escape from confinement";"Ornamental purpose";"intentional";"D";"x";;;
"Acipenser ruthenus";"Vertebrates";"freshwater";"Release in nature";"Fishery in the wild";"intentional";"D";"x";;;
"Acipenser ruthenus";"Vertebrates";"freshwater";"Escape from confinement";"Aquaculture";"intentional";"G";"x";;;
"Acipenser ruthenus";"Vertebrates";"freshwater";"Escape from confinement";"Aquaculture";"intentional";"G";"x";;;
"Acipenser ruthenus";"Vertebrates";"freshwater";"Escape from confinement";"Aquaculture";"intentional";"G";"x";;;
"Acipenser ruthenus";"Vertebrates";"freshwater";"Escape from confinement";"Aquaculture";"intentional";"G";"x";;;
"Acipenser ruthenus";"Vertebrates";"freshwater";"Release in Nature";"Fishery in the wild";"intentional";"G";"x";;;
"Acipenser ruthenus";"Vertebrates";"freshwater";"Corridor";"Interconnected waterways/basins/seas";"unintentional";"G";"x";;;
"Acipenser ruthenus";"Vertebrates";"freshwater";"Escape from confinement";"Aquaculture";"intentional";"G";"x";;;
"Acipenser ruthenus";"Vertebrates";"freshwater";"Escape from confinement";"Aquaculture";"intentional";"G";"x";;;
"Acipenser stellatus";"Vertebrates";"multiple";"Escape from confinement";"Aquaculture";"intentional";"G";;;;
"Acipenser stellatus";"Vertebrates";"multiple";"Escape from confinement";"Research (in facilities)";"intentional";"G";;;;
"Acipenser stellatus";"Vertebrates";"multiple";"Release in Nature";"Fishery in the wild";"intentional";"G";;;;
"Acipenser stellatus";"Vertebrates";"multiple";"Escape from confinement";"Aquaculture";"intentional";"G";;;;
"Acipenser transmontanus";"Vertebrates";"multiple";"Escape from confinement";"Aquaculture";"intentional";"D";"x";;;
"Acipenser transmontanus";"Vertebrates";"multiple";"Escape from confinement";"Aquaculture";"intentional";"G";"x";;;
"Acipenser transmontanus";"Vertebrates";"multiple";"Escape from confinement";"Aquaculture";"intentional";"G";"x";;;
"Acipenser transmontanus";"Vertebrates";"multiple";"Escape from confinement";"Aquaculture";"intentional";"G";"x";;;
"Acipenser transmontanus";"Vertebrates";"multiple";"Escape from confinement";"Aquaculture";"intentional";"G";"x";;;
"Acipenser transmontanus";"Vertebrates";"multiple";"Escape from confinement";"Aquaculture";"intentional";"G";"x";;;
"Acipenser transmontanus";"Vertebrates";"multiple";"Escape from confinement";"Aquaculture";"intentional";"G";"x";;;
"Acizzia acaciaebaileyanae  Psylloidea";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Acizzia jamatonica  Psylloidea";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Acizzia uncatoides  Psylloidea";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Acleris undulana";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Acleris variegana";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Acleris variegana";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Acmella  agg.";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Aconitum napellus";"Plants";"terrestrial";"Escape from confinement";"Horticulture ";"intentional";"D";;;;
"Aconitum napellus";"Plants";"terrestrial";"Escape from confinement";"Ornamental purpose";"intentional";"D";;;;
"Aconitum napellus";"Plants";"terrestrial";"Escape from confinement";"Horticulture ";"intentional";"D";;;;
"Aconitum variegatum";"Plants";"terrestrial";"Escape from confinement";"Ornamental purpose";"intentional";"D";;;;
"Aconogonon coriarium";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"D";;;;
"Acontia candefacta";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Acorus calamus";"Plants";"multiple";"Escape from confinement";;"intentional";"D";"x";;;
"Acorus calamus";"Plants";"multiple";"Escape from confinement";;"intentional";"D";"x";;;
"Acorus calamus";"Plants";"multiple";"Escape from confinement";"Horticulture ";"intentional";"D";"x";;;
"Acorus calamus";"Plants";"multiple";"Escape from confinement";"Ornamental purpose";"intentional";"D";"x";;;
"Acorus calamus";"Plants";"multiple";"Release in nature";"Landscape/flora/fauna improvement";"intentional";"D";"x";;;
"Acorus calamus";"Plants";"multiple";"Escape from confinement";"Horticulture ";"intentional";"G";"x";;;
"Acorus calamus";"Plants";"multiple";"Escape from confinement";"Horticulture ";"intentional";"G";"x";;;
"Acorus calamus";"Plants";"multiple";"Escape from confinement";"Horticulture ";"intentional";"G";"x";;;
"Acorus calamus";"Plants";"multiple";"Escape from confinement";"Horticulture ";"intentional";"G";"x";;;
"Acorus gramineus";"Plants";"multiple";"Escape from confinement";;"intentional";"D";"x";;;
"Acorus gramineus";"Plants";"multiple";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";"x";;;
"Acorus gramineus";"Plants";"multiple";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";"x";;;
"Acorus pusillus";"Plants";"multiple";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Acorus variegatus";"Plants";"multiple";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Acrantophis dumerili";"Vertebrates";"terrestrial";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Acrantophis madagascariensis";"Vertebrates";"terrestrial";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Acridotheres burmannicus";"Vertebrates";"terrestrial";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Acridotheres cristatellus";"Vertebrates";"terrestrial";"Escape from confinement";"Botanical garden/zoo/aquaria";"intentional";"G";;;;
"Acridotheres cristatellus";"Vertebrates";"terrestrial";"Release in Nature";"Biological control";"intentional";"G";;;;
"Acridotheres cristatellus";"Vertebrates";"terrestrial";"Transport - Contaminant & Stowaway";"Hitchhikers on ship/boat ";"unintentional";"G";;;;
"Acridotheres fuscus";"Vertebrates";"terrestrial";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Acridotheres fuscus";"Vertebrates";"terrestrial";"Release in Nature";"Biological control";"intentional";"G";;;;
"Acridotheres fuscus";"Vertebrates";"terrestrial";"Release in Nature";"Biological control";"intentional";"G";;;;
"Acridotheres fuscus";"Vertebrates";"terrestrial";"Release in Nature";"Biological control";"intentional";"G";;;;
"Acridotheres fuscus";"Vertebrates";"terrestrial";"Release in Nature";"Biological control";"intentional";"G";;;;
"Acridotheres fuscus";"Vertebrates";"terrestrial";"Release in Nature";"Landscape/flora/fauna improvement";"intentional";"G";;;;
"Acridotheres fuscus";"Vertebrates";"terrestrial";"Escape from confinement";"Botanical garden/zoo/aquaria";"intentional";"G";;;;
"Acridotheres ginginianus";"Vertebrates";"terrestrial";"Escape from confinement";"Botanical garden/zoo/aquaria";"intentional";"D";;;;
"Acridotheres javanicus";"Vertebrates";"terrestrial";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Acridotheres tristis";"Vertebrates";"terrestrial";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"D";"x";;;"x"
"Acridotheres tristis";"Vertebrates";"terrestrial";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";"x";;;"x"
"Acridotheres tristis";"Vertebrates";"terrestrial";"Escape from confinement";"Botanical garden/zoo/aquaria";"intentional";"G";"x";;;"x"
"Acridotheres tristis";"Vertebrates";"terrestrial";"Escape from confinement";"Botanical garden/zoo/aquaria";"intentional";"G";"x";;;"x"
"Acridotheres tristis";"Vertebrates";"terrestrial";"Release in Nature";"Biological control";"intentional";"G";"x";;;"x"
"Acridotheres tristis";"Vertebrates";"terrestrial";"Release in Nature";"Biological control";"intentional";"G";"x";;;"x"
"Acridotheres tristis";"Vertebrates";"terrestrial";"Release in Nature";"Biological control";"intentional";"G";"x";;;"x"
"Acridotheres tristis";"Vertebrates";"terrestrial";"Release in Nature";"Biological control";"intentional";"G";"x";;;"x"
"Acridotheres tristis";"Vertebrates";"terrestrial";"Release in Nature";"Biological control";"intentional";"G";"x";;;"x"
"Acridotheres tristis";"Vertebrates";"terrestrial";"Release in Nature";"Biological control";"intentional";"G";"x";;;"x"
"Acridotheres tristis";"Vertebrates";"terrestrial";"Release in Nature";"Biological control";"intentional";"G";"x";;;"x"
"Acridotheres tristis";"Vertebrates";"terrestrial";"Release in Nature";"Landscape/flora/fauna improvement";"intentional";"G";"x";;;"x"
"Acridotheres tristis";"Vertebrates";"terrestrial";"Release in Nature";"Landscape/flora/fauna improvement";"intentional";"G";"x";;;"x"
"Acridotheres tristis";"Vertebrates";"terrestrial";"Release in Nature";"Landscape/flora/fauna improvement";"intentional";"G";"x";;;"x"
"Acridotheres tristis";"Vertebrates";"terrestrial";"Release in Nature";"Landscape/flora/fauna improvement";"intentional";"G";"x";;;"x"
"Acridotheres tristis";"Vertebrates";"terrestrial";"Release in Nature";"Landscape/flora/fauna improvement";"intentional";"G";"x";;;"x"
"Acridotheres tristis";"Vertebrates";"terrestrial";"Release in Nature";"Landscape/flora/fauna improvement";"intentional";"G";"x";;;"x"
"Acridotheres tristis";"Vertebrates";"terrestrial";"Release in Nature";"Landscape/flora/fauna improvement";"intentional";"G";"x";;;"x"
"Acridotheres tristis";"Vertebrates";"terrestrial";"Release in Nature";"Landscape/flora/fauna improvement";"intentional";"G";"x";;;"x"
"Acridotheres tristis";"Vertebrates";"terrestrial";"Release in Nature";"Landscape/flora/fauna improvement";"intentional";"G";"x";;;"x"
"Acridotheres tristis";"Vertebrates";"terrestrial";"Escape from confinement";"Botanical garden/zoo/aquaria";"intentional";"G";"x";;;"x"
"Acridotheres tristis";"Vertebrates";"terrestrial";"Transport - Contaminant & Stowaway";"Hitchhikers on ship/boat ";"unintentional";"G";"x";;;"x"
"Acridotheres tristis";"Vertebrates";"terrestrial";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";"x";;;"x"
"Acridotheres tristis";"Vertebrates";"terrestrial";"Release in Nature";"Landscape/flora/fauna improvement";"intentional";"G";"x";;;"x"
"Acrochordus javanicus";"Vertebrates";"multiple";"Escape from confinement";"Pet/aquarium/terrarium species";"intentional";"G";;;;
"Acrocinus longimanus";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Acroptilon repens";"Plants";"terrestrial";"Escape from confinement";"Ornamental purpose";"intentional";"D";;;;
"Acroptilon repens";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
"Acroptilon repens";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";"Seed contaminant";"unintentional";"D";;;;
"Acroptilon repens";"Plants";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Acrothamnion preissii";"Algae";"marine";"Transport - Contaminant & Stowaway";"Other transport as stowaway";"unintentional";"D";;"x";;
"Acrothrix gracilis";"Algae";"marine";"Escape from confinement";"Aquaculture";"intentional";"D";;;;
"Acteocina mucronata";"Invertebrates";"marine";"Corridor";"Interconnected waterways/basins/seas";"unintentional";"D";;;;
"Actinidia chinensis";"Plants";"terrestrial";"Escape from confinement";"Horticulture ";"intentional";"D";;;;
"Actinocyclus normanii";"Algae";"freshwater";"Corridor";"Interconnected waterways/basins/seas";"unintentional";"D";;;;
"Acyrthosiphon auriculae";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Acyrthosiphon auriculae";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Acyrthosiphon caraganae";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Acyrthosiphon caraganae";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Acyrthosiphon caraganae";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Acyrthosiphon kondoi";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Acyrthosiphon kondoi";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Acyrthosiphon kondoi";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Acyrthosiphon primulae";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Acyrthosiphon primulae";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Acyrthosiphon primulae";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Adelencyrtus aulacaspidis";"Invertebrates";"terrestrial";"Release in nature";"Biological control";"intentional";"D";;;;
"Adelges (Cholodkovskya) viridana";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Adelges abietis";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Adelges cooleyi  Phylloxeroidea";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Adelges coweni  Phylloxeroidea";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Adelges laricis";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Adelges nordmannianae  Phylloxeroidea";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Adelges piceae";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";"x";;;
"Adelges piceae";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";"Contaminant nursery material";"unintentional";"G";"x";;;
"Adelges tsugae";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";"Contaminant nursery material";"unintentional";"G";;;;
"Adelges tsugae";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";"Parasites on plants";"unintentional";"G";;;;
"Adelges viridula  Phylloxeroidea";"Invertebrates";"terrestrial";"Transport - Contaminant & Stowaway";;"unintentional";"D";;;;
"Adenanthera pavonina";"Plants";"terrestrial";"Escape from confinement";"Horticulture ";"intentional";"G";;;;
"Adenostyles alliariae";"Plants";"terrestrial";"Escape from confinement";;"intentional";"D";;;;
